,LINK_SP,PRODUCT_INFO_ID,GROUP_PRODUCT_NAME,PRODUCT_CODE,NON_VAT_PRICE_1,VAT_PRICE_1,COMMISSION_1,THRESHOLD_1,NON_VAT_PRICE_2,VAT_PRICE_2,COMMISSION_2,THRESHOLD_2,NON_VAT_PRICE_3,VAT_PRICE_3,COMMISSION_3,PRODUCT_NAME,SPECIFICATION_BACKUP,RAW_PRICE,QUANTITY_SOLD
191,/input/mobile_images/2023/12/28/498/ĐÈN PHA LED CHỐNG LOÁ NĂNG LƯỢNG MẶT TRỜI SUNTEK RL-100.png,509183,Đèn Năng Lượng Mặt Trời,SMDEN000082,800100,880110,8001,Giá trị đơn hàng > 10 triệu,817600,899360,16352,Giá trị đơn hàng từ 5-10 triệu,887000,975700,75928,"Đèn pha led chống lóa năng lượng mặt trời SUNTEK RL-100, công suất 100W","
• Công suất định mức: 100W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6/20W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-67 
• Chống sét TVS 
• Thời gian chiếu sáng: 10-12h liên tục 
• PIN: 30.000mAh LifePO4 
• Kích thước đèn: 19 x 22.5 Cm 
• Kích thước tấm năng lượng mặt trời: 35 x 1.7 x 45Cm
giá: 975700",975700,19
162,/input/mobile_images/2024/2/17/245/BỘ ĐÈN NĂNG LƯỢNG MẶT TRỜI SUNTEK S100.png,577810,Đèn Năng Lượng Mặt Trời,SMDEN000048,966700,1063370,9667,Giá trị đơn hàng > 10 triệu,987800,1086580,19756,Giá trị đơn hàng từ 5-10 triệu,1071600,1178760,"60009,6","Bộ đèn đường năng lượng mặt trời .Model:S100,hiệu:SUNTEK. 
Bảo hành 2 năm","
• Công suất định mức: 100W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/20W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-65 
• Chống sét: TVS 
• Thời gian chiếu sáng: 14-16h liên tục 
• PIN: 30.000mAh LiFePo4 
• Kích thước đèn: 22 x 5 x 50Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 35 x 1.7 x 45Cm (DxRxC)
giá: 1178760",1178760,18
189,/input/mobile_images/2023/12/28/817/BỘ LƯU TRỮ  NĂNG LƯỢNG MẶT TRỜI SUNTEK 12V_25Ah PLUS.png,509196,Đèn Năng Lượng Mặt Trời,SMDEN000096,3605800,3966380,36058,Giá trị đơn hàng > 10 triệu,3684800,4053280,73696,Giá trị đơn hàng từ 5-10 triệu,3997400,4397140,"342065,6",Bộ Lưu Trữ Năng Lượng Mặt Trời SUNTEK 12V/25Ah PLUS,"
• Dung lượng: 25.000mAh LiFePO4 (Pin Lithium sắt phốt phát 32700). 
• Sạc năng lượng mặt trời: 30A. 
• Đồng hồ hiển thị dung lượng pin, điện áp pin. 
• 01 Đầu ra 12V/10A DC. 
• 01 Đầu ra 5V/2A. 
• Chất liệu: Nhựa ABS chống nước. 
• Màu sắc: Trắng. 
• Kích thước: 230x150x85mm (DxRxC).
giá: 4397140",4397140,8
188,/input/mobile_images/2024/2/18/197/ĐÈN LED ỐP TRẦN  NĂNG LƯỢNG MẶT TRỜI SUNTEK H05.png,577832,Đèn Năng Lượng Mặt Trời,SMDMT000021,,,,,,,,,,,,"Đèn led ốp trần năng lượng mặt trời .Model:H05, hiệu:SUNTEK.","
• Công suất định mức: 90W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/20W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa 
• Thời gian chiếu sáng: 18-20h liên tục 
• PIN: 24.000mAh LiFePo4 
• Kích thước đèn: 36 x 36 x 6Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 35 x 1.5 x 45Cm (DxRxC) 
• Cân nặng: 3kg
giá: 1123320",1123320,19
187,/input/mobile_images/2023/12/28/149/ĐÈN NĂNG LƯỢNG  MẶT TRỜI BÀN CHẢI RỜI SMSMH000041.png,509176,Đèn Năng Lượng Mặt Trời,SMSMH000041,941100,1035210,9411,Giá trị đơn hàng > 10 triệu,961700,1057870,19234,Giá trị đơn hàng từ 5-10 triệu,1043200,1147520,89232,Đèn NLMT bàn chải rời thể 200W (Nhôm) SMSMH000041,"
• Công suất định mức: 200W 
• Kích thước thân đèn: 495mm * 210mm * 70mm 
• Kích thước bảng điều khiển: 600mm * 350mm * 17mm 
• Bảng điều khiển: Bảng điều khiển NLMT đa tinh thể 6V / 25W 
• Loại pin: Lithium sắt phosphate 32650 / 3.2V 25000mAh 
• Diện tích sử dụng đề xuất: 200m2 – 300m2 
• Cấu hình sản phẩm: Điều khiển từ xa, cáp chống thấm 1,2M, vít lắp, cán đèn, cột đèn, khung bảng quang điện 
• Thời gian chiếu sáng: 12 giờ 
• Thời gian sạc: 6-8 giờ 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k 
• LED Loại mắt: SMD 5730-360PCS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 1147520",1147520,34
186,/input/mobile_images/2023/12/28/26/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK RD-200.png,509189,Đèn Năng Lượng Mặt Trời,SMDEN000089,942600,1036860,9426,Giá trị đơn hàng > 10 triệu,963200,1059520,19264,Giá trị đơn hàng từ 5-10 triệu,1044900,1149390,"89405,6","Đèn đường năng lượng mặt trời SUNTEK RD-200, công suất 200W","
• Công suất định mức: 200W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/25W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Lớp bảo vệ: IP67; IK08 
• Chống sét TVS 
• Thời gian chiếu sáng: 10-12h liên tục 
• PIN: 3.2V/30.000mAh LiFePo4 
• Kích thước đèn: 21 x 9 x 50Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 53 x 1.5 x 35Cm (DxRxC)
giá: 1149390",1149390,26
185,/input/mobile_images/2024/3/11/94/ĐÈN CHỐNG LÓA NĂNG LƯỢNG  MẶT TRỜI AIOSMART AIOL200W.png,608084,Đèn Năng Lượng Mặt Trời,SMDEN000101,950200,1045220,9502,Giá trị đơn hàng > 20 triệu,971900,1069090,19438,Giá trị đơn hàng từ 10-20 triệu,1054300,1159730,"59040,8",Bộ đèn pha led chống lóa năng lượng mặt trời AIO Smart. Công suất 200W. Bảo hành 18 tháng,"Công suất định mức : 200W 
Công suất tấm pin NLMT : Polycrystal 6V/25W 
Pin lưu trữ : 3.2V/36.000mAh LiFePO4 Chip Led : SMD 
Quang thông: 1650lm
Tuổi thọ: 50.000 giờ Cấp bảo vệ: IP 67; IK08 
Chống sét: TVS Độ hoàn màu (CRI): ≥70Ra Nhiệt độ màu: 6500k Nhiệt độ làm việc: -10oC ~ 45oC 
Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa Kích thước đèn : 29.5 x 23.8 x 7.8 Cm 
Kích tấm pin: 53x 35 x 1.5 Cm 
Thời gian sạc: 6h - 8h 
Số giờ chiếu sáng của bộ đèn: 10h - 12h liên tục 
Bảo hành : 18 tháng 
giá: 1159730




",1159730,30
184,/input/mobile_images/2024/2/17/852/ĐÈN SÂN VƯỜN NĂNG LƯỢNG MẶT TRỜI GD-09.png,571237,Đèn Năng Lượng Mặt Trời,SMDEN000034,,,,,,,,,,,,Đèn Sân Vườn Năng Lượng Mặt Trời. Mã: GD-09,"
• Công suất định mức: 7W 
• Nhiệt độ làm việc: -20C ~ 65C
• Nhiệt độ màu: 6500K 
• Tuổi thọ bóng đèn LED: 50.000 giờ 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sang, tự động bật đèn khi trời tối, tắt đèn khi trời sáng 
• Lớp chống thấm nước: IP-65 
• Thời gian chiếu sáng: 16-18h liên tục
• PIN: 6.000mAh LifePO4 
• Màu sắc: Đen – Trắng 
• Kích thước đèn tròn: 20.5 x 20.5 x 82 Cm(DxRxC), Chân đế: 11x11 Cm
• Kích thước đèn vuông: 19.5 x 19.5 x 82 Cm(DxRxC), Chân đế: 11x11 Cm
• Cân nặng: 1.5kg
giá: 1167980",1167980,28
192,/input/mobile_images/2023/12/28/479/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK RV-400.png,509186,Đèn Năng Lượng Mặt Trời,SMDEN000086,975400,1072940,9754,Giá trị đơn hàng > 10 triệu,996800,1096480,19936,Giá trị đơn hàng từ 5-10 triệu,1081400,1189540,"92561,6","Đèn đường năng lượng mặt trời SUNTEK RV-400, công suất 400W","
• Công suất định mức: 400W 
• Tấm pin năng lượng mặt trời: Polycrystal 6V/25W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Tuổi thọ bóng đèn LED: 50.000 giờ 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-67 
• Chống sét TVS 
• Thời gian chiếu sáng: 10-12h liên tục 
• PIN: 36.000mAh LifePO4 
• Kích thước: 34.5 x 7 x 60 Cm 
• Cân nặng: 3.7kg
giá: 1189540",1189540,28
161,/input/mobile_images/2024/2/20/631/rp200 - rmk.png,509181,Đèn Năng Lượng Mặt Trời,SMDEN000080,909700,1000670,9097,Giá trị đơn hàng > 10 triệu,929600,1022560,18592,Giá trị đơn hàng từ 5-10 triệu,1008500,1109350,86324,"Đèn pha led năng lượng mặt trời SUNTEK RP-200, công suất 200W","
• Công suất định mức: 200W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/40W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-67 
• Chống sét TVS 
• Thời gian chiếu sáng: 14-16h liên tục 
• PIN: 48.000mAh LifePO4 
• Kích thước đèn: 35.8 x 9 x 29 Cm 
• Kích thước tấm năng lượng mặt trời: 68 x 1.7 x 35Cm 
• Cân nặng: 6.3kg
giá: 1109350",1109350,18
153,/input/mobile_images/2024/2/18/54/BỘ ĐÈN LED  NĂNG LƯỢNG MẶT TRỜI SV08 SUNTEK.png,577828,Đèn Năng Lượng Mặt Trời,SMDMT000016,1589200,1748120,15892,Giá trị đơn hàng > 10 triệu,1624000,1786400,32480,Giá trị đơn hàng từ 5-10 triệu,1761800,1937980,"98660,8",Bộ đèn led năng lượng mặt trời SV08. Hiệu: SUNTEK,"
• Công suất định mức: 250W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/25W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Tuổi thọ bóng đèn LED: 50.000 giờ 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng 
• Lớp chống thấm nước: IP-65 
• Thời gian sạc: 7-8h 
• Thời gian chiếu sáng: 16-18h liên tục 
• PIN: 3.2V/60.000mAh LifePO4 
• Màu sắc: Đen 
• Kích thước: 57.5 x 57.5 x 12 Cm (DxRxC) 
• Cân nặng: 5kg
giá: 1937980",1937980,26
159,/input/mobile_images/2024/2/18/385/QUẠT SẠC TÍCH ĐIỆN  NĂNG LƯỢNG MẶT TRỜI SUNTEK SF-03.png,577821,Đèn Năng Lượng Mặt Trời,SMQMT000002,,,,,,,,,,,,Quạt sạc tích điện sử dụng điện và năng lượng mặt trời. Hiệu:SUNTEK. Model: SF-03,"
• Tấm điều khiển năng lượng mặt trời: Poly 9V/35W 
• Kích thước: 35 x 60, kèm dây 5m 
• AC: 110-220V~50/60Hz 
• DC, Solar: 9V 
• Công suất quạt: 26W 
• Chức năng: “3 trong 1” Quạt tích điện Không Lo mất điện + PIN sạc dự phòng + Đèn LED chiếu sáng 
• Quạt sạc: có 3 số 3 tốc độ 
• PIN: 6V/12.000 mAh (LifePO4 32700) – Kiêm PIN sạc dự phòng 
• Kích thước: Cao: 140Cm, Lồng quạt: 43Cm, Cánh quạt: 37Cm 
• Số cánh: 5 
• Thời gian sử dụng: 10-14h liên tục tùy theo công suất sử dụng 
• Lưu ý sạc quạt: Sạc lần đầu khoảng 20h, những lần xạc sau khoảng 6h – 8h.
giá: 2051720",2051720,11
136,/input/mobile_images/2024/2/17/642/ĐÈN PHA LED NĂNG LƯỢNG  MẶT TRỜI SUNTEK 300W.png,577807,Đèn Năng Lượng Mặt Trời,SMDEN000046,,,,,,,,,,,,Bộ đèn pha led năng lượng mặt trời Suntek công suất 300W,"
• Công suất định mức: 300W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/40W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-67 
• Chống sét: TVS 
• Thời gian chiếu sáng: 12-14h liên tục 
• PIN: 60.000mAh LifePO4 
• Kích thước đèn: 35.8 x 9 x 29 Cm 
• Kích thước tấm năng lượng mặt trời: 67 x 2.5 x 45Cm 
• Cân nặng: 7.3kg
giá: 1684870",1684870,44
135,/input/mobile_images/2024/2/17/594/ĐÈN NĂNG LƯỢNG MẶT TRỜI  BÀN CHẢI RỜI THỂ 300W (2).png,571640,Đèn Năng Lượng Mặt Trời,SMDEN000090,1085000,1193500,10850,Giá trị đơn hàng > 10 triệu,1108800,1219680,22176,Giá trị đơn hàng từ 5-10 triệu,1202900,1323190,"102957,6","Bộ đèn đường năng lượng mặt trời công suất 300w. Model: RD-300, hiệu: Suntek","
• Công suất định mức: 300W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/35W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Lớp bảo vệ: IP67; IK08 
• Chống sét TVS 
• Thời gian chiếu sáng: 10-12h liên tục 
• PIN: 3.2V/36.000mAh LiFePo4 
• Kích thước đèn: 21.5 x 5 x 50Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 59.5 x 1.5 x 35Cm (DxRxC)
giá: 1323190",1323190,24
134,/input/mobile_images/2023/12/28/537/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK RV-500.png,509187,Đèn Năng Lượng Mặt Trời,SMDEN000087,1085000,1193500,10850,Giá trị đơn hàng > 10 triệu,1108800,1219680,22176,Giá trị đơn hàng từ 5-10 triệu,1202900,1323190,"102957,6","Đèn đường năng lượng mặt trời SUNTEK RV-500, công suất 500W","
• Công suất định mức: 500W 
• Tấm pin năng lượng mặt trời: Polycrystal 6V/30W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Tuổi thọ bóng đèn LED: 50.000 giờ 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-67 
• Chống sét TVS 
• Thời gian chiếu sáng: 10-12h liên tục 
• PIN: 42.000mAh LifePO4 
• Kích thước: 34.5 x 7 x 67.5 Cm 
• Cân nặng: 4.3kg
giá: 1323190",1323190,36
133,/input/mobile_images/2024/2/17/124/ĐÈN TRỤ CỔNG NĂNG LƯỢNG MẶT TRỜI TC02.png,571238,Đèn Năng Lượng Mặt Trời,SMDEN000029,,,,,,,,,,,,Đèn trụ cổng năng lượng mặt trời.Model: TC02.,"
• Công suất định mức: 7W 
• Nhiệt độ làm việc: -20C ~ 65C
• Nhiệt độ màu: 6500K 
• Tuổi thọ bóng đèn LED: 50.000 giờ 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sang, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-65 
• Thời gian chiếu sáng: 22-24h liên tục
• PIN: 12.000mAh LifePO4 
• Kích thước: 30 x 30 x 35 Cm(DxRxC), Chân đế: 25.5x25.5 Cm
• Cân nặng: 4kg
giá: 1334190",1334190,34
132,/input/mobile_images/2023/12/28/171/ĐÈN NĂNG LƯỢNG  MẶT TRỜI CHỐNG LOÁ SMSMH000051.png,509175,Đèn Năng Lượng Mặt Trời,SMSMH000051,1104100,1214510,11041,Giá trị đơn hàng > 10 triệu,1128200,1241020,22564,Giá trị đơn hàng từ 5-10 triệu,1223900,1346290,"104690,4",Đèn NLMT rời thể chống lóa 300W (Nhôm) SMSMH000051,"
• Công suất định mức: 300W 
• Kích thước thân đèn: 360mm * 290mm * 80mm 
• Kích thước bảng điều khiển: 350mm * 700mm * 17mm 
• Bảng điều khiển: Bảng điều khiển năng lượng mặt trời đa tinh thể 6V / 35W 
• Loại pin: Lithium iron phosphate 32650 / 3.2V 30000mAh 
• Diện tích sử dụng đề xuất: 200m2 – 300m2 
• Cấu hình sản phẩm: Khung lắp hình chữ U, điều khiển từ xa, có cáp chống nước 5 mét, vít lắp 
• Thời gian chiếu sáng: 12 giờ 
• Thời gian sạc: 6-8 giờ 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k 
• LED Loại mắt: SMD 2835-240PCS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 1346290",1346290,41
131,/input/mobile_images/2024/2/17/846/BỘ ĐÈN ĐƯỜNG NĂNG LƯỢNG  MẶT TRỜI SUNTEK S150.png,577803,Đèn Năng Lượng Mặt Trời,SMDEN000049,1107000,1217700,11070,Giá trị đơn hàng > 10 triệu,1131200,1244320,22624,Giá trị đơn hàng từ 5-10 triệu,1227200,1349920,"68723,2","Bộ đèn đường năng lượng mặt trời Suntek, Model: S150","
• Công suất định mức: 150W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/25W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-65 
• Chống sét: TVS 
• Thời gian chiếu sáng: 14 - 16h liên tục 
• PIN: 42.000mAh LiFePo4 
• Kích thước đèn: 22 x 5 x 50cm (DxRxC) 
• Kích thước tấm năng lượng mặt trời: 53x 1.7 x 35cm (DxRxC)
giá: 1349920",1349920,35
130,/input/mobile_images/2024/2/17/991/BỘ ĐÈN LED NĂNG LƯỢNG  MẶT TRỜI SUNTEK S2.png,577800,Đèn Năng Lượng Mặt Trời,SMDEN000022,,,,,,,,,,,,"Bộ đèn led năng lượng mặt trời Suntek, Model: S2","
• Công suất định mức: 120W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 22W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-65 
• Chống sét: TVS 
• Thời gian chiếu sáng: 38-40h liên tục 
• PIN: 30.000mAh LiFePo4 
• Kích thước đèn: 21 x 5 x 50Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 50 x 1.7 x 34Cm (DxRxC) 
• Trọng lượng: 5kg
giá: 1389190",1389190,18
129,/input/mobile_images/2024/2/17/874/BỘ ĐÈN PHA LED NĂNG LƯỢNG  MẶT TRỜI SUNTEK 8800L.png,577802,Đèn Năng Lượng Mặt Trời,SMDEN000017,,,,,,,,,,,,"Bộ đèn pha led năng lượng mặt trời Suntek, Model: 8800L","
• Công suất định mức: 100W 
• Bảng điều khiển năng lượng mặt trời: 35W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-67 
• Chống sét: TVS 
• Thời gian chiếu sáng: 22-24h liên tục 
• PIN: 54.000mAh LiFePO4 
• Kích thước đèn: 33 x 26 Cm 
• Kích thước tấm năng lượng mặt trời: 36 x 58 x 1.7cm 
• Cân nặng: 6kg
giá: 1389190",1389190,28
128,/input/mobile_images/2024/2/17/612/ĐÈN NĂNG LƯỢNG MẶT TRỜI  BÀN CHẢI RỜI THỂ 300W.png,577797,Đèn Năng Lượng Mặt Trời,SMDEN000075,1042200,1146420,10422,Giá trị đơn hàng > 10 triệu,1065000,1171500,21300,Giá trị đơn hàng từ 5-10 triệu,1155400,1270940,"98890,4",Đèn NLMT bàn chải rời thể 300W (Nhôm),"
• Công suất định mức: 300W 
• Kích thước thân đèn: 495mm * 210mm * 70mm 
• Bảng điều khiển: Bảng điều khiển NLMT đa tinh thể 6V / 25W 
• Loại pin: Lithium sắt phosphate 32650 / 3.2V 25000mAh 
• Diện tích sử dụng đề xuất: 200m2 – 300m2 
• Cấu hình sản phẩm: Điều khiển từ xa, cáp chống thấm 1,2M, vít lắp, cán đèn, cột đèn, khung bảng quang điện 
• Thời gian chiếu sáng: 12 giờ 
• Thời gian sạc: 6-8 giờ 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k 
• LED Loại mắt: SMD 5730-360PCS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 1270940",1270940,41
127,/input/mobile_images/2023/12/28/743/ĐÈN PHA LED CHỐNG LOÁ NĂNG LƯỢNG MẶT TRỜI SUNTEK RL-300.png,509184,Đèn Năng Lượng Mặt Trời,SMDEN000084,1194600,1314060,11946,Giá trị đơn hàng > 10 triệu,1220800,1342880,24416,Giá trị đơn hàng từ 5-10 triệu,1324400,1456840,"113353,6","Đèn pha led chống lóa năng lượng mặt trời SUNTEK RL-300, công suất 300W","
• Công suất định mức: 300W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6/35W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-67 
• Chống sét TVS 
• Thời gian chiếu sáng: 10-12h liên tục 
• PIN: 42.000mAh LifePO4 
• Kích thước đèn: 28 x 37Cm 
• Kích thước tấm năng lượng mặt trời: 35 x 1.7 x 70Cm
giá: 1456840",1456840,28
126,/input/mobile_images/2024/2/18/8/Đèn NLMT 1 pha 300W.png,577818,Đèn Năng Lượng Mặt Trời,SMSMH000042,1236800,1360480,12368,Giá trị đơn hàng > 10 triệu,1263900,1390290,25278,Giá trị đơn hàng từ 5-10 triệu,1371100,1508210,"117334,4",Đèn NLMT 1 pha 300W ( Nhôm ),"
• Công suất định mức: 300W 
• Kích thước thân đèn: 400mm * 328mm * 80mm 
• Kích thước bảng điều khiển: 670mm * 450mm * 25mm 
• Bảng điều khiển: Bảng điều khiển năng lượng mặt trời đa tinh thể 6V / 35W 
• Loại pin: Lithium iron phosphate 32650 / 3.2V 35000mAh 
• Diện tích sử dụng đề xuất: 300m2 – 400m2 
• Cấu hình sản phẩm: Khung lắp hình chữ U, điều khiển từ xa, có cáp chống nước 5 mét, vít lắp 
• Thời gian chiếu sáng: 12H 
• Thời gian sạc: 6-8H 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k LED 
• Loại mắt: SMD 5730-632PCS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 1508210",1508210,54
125,/input/mobile_images/2024/2/17/204/BỘ ĐÈN ĐƯỜNG NĂNG LƯỢNG  MẶT TRỜI SUNTEK S200.png,577804,Đèn Năng Lượng Mặt Trời,SMDEN000050,,,,,,,,,,,,"Bộ đèn đường năng lượng mặt trời Suntek, Model: S200","
• Công suất định mức: 200W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/30W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-65 
• Chống sét: TVS 
• Thời gian chiếu sáng: 14-16h liên tục 
• PIN: 48.000mAh LiFePo4 
• Kích thước đèn: 22 x 5 x 50cm (DxRxC) 
• Kích thước tấm năng lượng mặt trời: 60x 1.7 x 35cm (DxRxC)
giá: 1516460",1516460,43
124,/input/mobile_images/2024/2/18/605/QUẠT SẠC TÍCH ĐIỆN  NĂNG LƯỢNG MẶT TRỜI SUNTEK SF-02.png,577827,Đèn Năng Lượng Mặt Trời,SMQMT000005,,,,,,,,,,,,Quạt sạc tích điện sử dụng điện và năng lượng mặt trời. Hiệu:SUNTEK. Model: SF-02,"
• Tấm điều khiển năng lượng mặt trời: Poly 9V/12W 
• Kích thước: 35 x 29, kèm dây 5m 
• AC: 110-220V~50/60Hz 
• DC, Solar: 9V 
• Công suất quạt: 15W 
• Chức năng: Quạt tích điện 
• Quạt sạc: có 3 số 3 tốc độ 
• PIN: 6V/ 6.600 mAh (Lithium-ion 18650) 
• Kích thước: Cao: 59 cm, Chân đế: 29 cm, Lồng quạt: 43 cm, Cánh quạt: 35Cm 
• Số cánh: 5 
• Trọng lượng: 2.2 kg 
• Lưu ý sạc quạt: Sạc lần đầu khoảng 20h, những lần xạc sau khoảng 6h – 8h.
giá: 1547370",1547370,14
